circlename,regionname,divisionname,officename,pincode,officetype,delivery,district,statename,latitude,longitude
Tamilnadu Circle,Southern Region Madurai,Virudhunagar Division,Mallanginar SO,626109,PO,Delivery,VIRUDHUNAGAR,TAMIL NADU,9.5977222,78.0542222
Tamilnadu Circle,Southern Region Madurai,Virudhunagar Division,Nenmeni SO,626202,PO,Delivery,VIRUDHUNAGAR,TAMIL NADU,9.32,78
Tamilnadu Circle,Southern Region Madurai,Virudhunagar Division,Virudhunagar Bazaar SO,626001,PO,Non Delivery,VIRUDHUNAGAR,TAMIL NADU,9.5828056,77.954
Tamilnadu Circle,Southern Region Madurai,Virudhunagar Division,Virudhunagar Collectorate SO,626002,PO,Delivery,VIRUDHUNAGAR,TAMIL NADU,9.56,77.95
Tamilnadu Circle,Southern Region Madurai,Virudhunagar Division,Virudhunagar North SO,626001,PO,Non Delivery,VIRUDHUNAGAR,TAMIL NADU,9.6155556,77.95675
Tamilnadu Circle,Southern Region Madurai,Virudhunagar Division,Virudhunagar Town SO,626001,PO,Non Delivery,VIRUDHUNAGAR,TAMIL NADU,9.5873889,77.9528611
Tamilnadu Circle,Central Region Trichirapalli,Cuddalore Division,Ayangudi S.O,608306,PO,Delivery,CUDDALORE,TAMIL NADU,11.22,79.54
Tamilnadu Circle,Central Region Trichirapalli,Cuddalore Division,B.Mutlur S.O,608501,PO,Delivery,CUDDALORE,TAMIL NADU,11.47,79.71
Tamilnadu Circle,Central Region Trichirapalli,Cuddalore Division,Block 26 Neyveli S.O,607803,PO,Non Delivery,CUDDALORE,TAMIL NADU,11.6,79.5
Tamilnadu Circle,Central Region Trichirapalli,Cuddalore Division,Chidambaram Cutcherry S.O,608001,PO,Non Delivery,CUDDALORE,TAMIL NADU,11.4,79.68
Tamilnadu Circle,Central Region Trichirapalli,Cuddalore Division,Neyveli Second Mines S.O,607802,PO,Non Delivery,CUDDALORE,TAMIL NADU,11.54,79.47
Tamilnadu Circle,Central Region Trichirapalli,Cuddalore Division,T.Nedunjeri S.O,608305,PO,Delivery,CUDDALORE,TAMIL NADU,11.3535833,79.57
Tamilnadu Circle,Central Region Trichirapalli,Cuddalore Division,Chinnapanaickenpalayam S.O,607102,PO,Delivery,CUDDALORE,TAMIL NADU,11.73,79.62
Tamilnadu Circle,Central Region Trichirapalli,Cuddalore Division,Cuddalore Court Buildings S.O,607001,PO,Non Delivery,CUDDALORE,TAMIL NADU,11.76,79.77
Tamilnadu Circle,Central Region Trichirapalli,Cuddalore Division,Cuddalore Public Offices S.O,607001,PO,Non Delivery,CUDDALORE,TAMIL NADU,11.75,79.76
Tamilnadu Circle,Central Region Trichirapalli,Cuddalore Division,Fort St.David S.O,607001,PO,Non Delivery,CUDDALORE,TAMIL NADU,11.74,79.78
Tamilnadu Circle,Central Region Trichirapalli,Cuddalore Division,Kilkavarappattu S.O,607112,PO,Delivery,CUDDALORE,TAMIL NADU,11.79,79.59
Tamilnadu Circle,Central Region Trichirapalli,Cuddalore Division,Nellikuppam Bazaar S.O,607105,PO,Non Delivery,CUDDALORE,TAMIL NADU,11.79,79.66
Tamilnadu Circle,Central Region Trichirapalli,Cuddalore Division,Panruti West S.O,607106,PO,Non Delivery,CUDDALORE,TAMIL NADU,11.78,79.55
Tamilnadu Circle,Central Region Trichirapalli,Cuddalore Division,Tirupadiripuliyur S.O,607002,PO,Delivery,CUDDALORE,TAMIL NADU,11.75,79.76
Tamilnadu Circle,Central Region Trichirapalli,Karur Division,Kagtithapuram S.O,639136,PO,Delivery,KARUR,TAMIL NADU,10.9602222,78.0827222
Tamilnadu Circle,Central Region Trichirapalli,Karur Division,Pallapatti S.O (Karur),639205,PO,Delivery,KARUR,TAMIL NADU,10.9602222,78.0827222
Tamilnadu Circle,Central Region Trichirapalli,Karur Division,Pugalur Sugar Factory S.O,639113,PO,Delivery,KARUR,TAMIL NADU,11.0721667,78.0723056
Tamilnadu Circle,Central Region Trichirapalli,Karur Division,Velayuthampalayam S.O,639117,PO,Delivery,KARUR,TAMIL NADU,10.9602222,78.0827222
Tamilnadu Circle,Central Region Trichirapalli,Karur Division,Kulittalai Bazaar S.O,639104,PO,Non Delivery,KARUR,TAMIL NADU,10.9413611,78.4185
Tamilnadu Circle,Central Region Trichirapalli,Karur Division,Lalapet S.O,639105,PO,Delivery,KARUR,TAMIL NADU,10.9498889,78.3383611
Tamilnadu Circle,Central Region Trichirapalli,Karur Division,Palakurichi S.O,621308,PO,Delivery,TIRUCHIRAPPALLI,TAMIL NADU,10.4135278,78.5087222
Tamilnadu Circle,Central Region Trichirapalli,Karur Division,Tharagampatti S.O,621311,PO,Delivery,KARUR,TAMIL NADU,10.7084722,78.2403611
Tamilnadu Circle,Central Region Trichirapalli,Kumbakonam Division,Murukkangudi S.O,612202,PO,Delivery,THANJAVUR,TAMIL NADU,10.96,79.46
Tamilnadu Circle,Central Region Trichirapalli,Kumbakonam Division,Palaiyur S.O,612203,PO,Delivery,MAYILADUTHURAI,TAMIL NADU,10.99,78.56
Tamilnadu Circle,Central Region Trichirapalli,Kumbakonam Division,Sakkottai S.O,612401,PO,Delivery,THANJAVUR,TAMIL NADU,10.945513,79.396903
Tamilnadu Circle,Central Region Trichirapalli,Kumbakonam Division,Tiruvidamarudur S.O,612104,PO,Delivery,THANJAVUR,TAMIL NADU,10.9995833,79.4549167
Tamilnadu Circle,Central Region Trichirapalli,Kumbakonam Division,Kuttalam S.O,609801,PO,Delivery,MAYILADUTHURAI,TAMIL NADU,11.0721667,79.5626667
Tamilnadu Circle,Central Region Trichirapalli,Kumbakonam Division,Swamimalai S.O,612302,PO,Delivery,THANJAVUR,TAMIL NADU,10.95705,79.327799
Tamilnadu Circle,Central Region Trichirapalli,Kumbakonam Division,Terizhandur S.O,609808,PO,Delivery,MAYILADUTHURAI,TAMIL NADU,11.03,79.47
Tamilnadu Circle,Central Region Trichirapalli,Kumbakonam Division,Tirumeniarkoil S.O,609204,PO,Delivery,MAYILADUTHURAI,TAMIL NADU,11.17,79.56
Tamilnadu Circle,Central Region Trichirapalli,Kumbakonam Division,Veppathur S.O,612105,PO,Delivery,THANJAVUR,TAMIL NADU,11.1,79.25
Tamilnadu Circle,Central Region Trichirapalli,Mayiladuthurai Division,Manganallur Bazaar S.O,609404,PO,Delivery,MAYILADUTHURAI,TAMIL NADU,11.0271667,79.6521111
Tamilnadu Circle,Central Region Trichirapalli,Mayiladuthurai Division,Mayiladuthurai Bazaar S.O,609001,PO,Non Delivery,MAYILADUTHURAI,TAMIL NADU,11.026951,79.653184
Tamilnadu Circle,Central Region Trichirapalli,Mayiladuthurai Division,Sankaranpandal S.O,609308,PO,Delivery,MAYILADUTHURAI,TAMIL NADU,11.02008,79.76414
Tamilnadu Circle,Central Region Trichirapalli,Mayiladuthurai Division,Sembanarkoil S.O,609309,PO,Delivery,MAYILADUTHURAI,TAMIL NADU,10.7603056,79.8465278
Tamilnadu Circle,Central Region Trichirapalli,Mayiladuthurai Division,Tirukkalachery S.O,609312,PO,Delivery,MAYILADUTHURAI,TAMIL NADU,10.7603056,79.8465278
Tamilnadu Circle,Central Region Trichirapalli,Mayiladuthurai Division,Anaikaranchatram S.O,609102,PO,Delivery,MAYILADUTHURAI,TAMIL NADU,11.6,79.39
Tamilnadu Circle,Central Region Trichirapalli,Mayiladuthurai Division,Puthur (SRK) S.O,609108,PO,Delivery,MAYILADUTHURAI,TAMIL NADU,10.7603056,79.8465278
Tamilnadu Circle,Central Region Trichirapalli,Mayiladuthurai Division,Sirkali Thenpathi S.O,609111,PO,Delivery,MAYILADUTHURAI,TAMIL NADU,10.7603056,79.8465278
Tamilnadu Circle,Central Region Trichirapalli,Mayiladuthurai Division,Tiruvalaputhur S.O,609205,PO,Delivery,MAYILADUTHURAI,TAMIL NADU,10.7603056,79.8465278
Tamilnadu Circle,Central Region Trichirapalli,Nagapattinam Division,Andanapettai S.O,611102,PO,Delivery,NAGAPATTINAM,TAMIL NADU,10.74,79.82
Tamilnadu Circle,Central Region Trichirapalli,Nagapattinam Division,Kilvelur S.O,611104,PO,Delivery,NAGAPATTINAM,TAMIL NADU,10.77,79.74
Tamilnadu Circle,Central Region Trichirapalli,Nagapattinam Division,Nagore South S.O,611002,PO,Non Delivery,NAGAPATTINAM,TAMIL NADU,10.81,79.84
Tamilnadu Circle,Central Region Trichirapalli,Nagapattinam Division,Sikkal S.O (Nagapattinam),611108,PO,Delivery,NAGAPATTINAM,TAMIL NADU,10.7603056,79.8465278
Tamilnadu Circle,Central Region Trichirapalli,Nagapattinam Division,Thevur S.O (Nagapattinam),611109,PO,Delivery,NAGAPATTINAM,TAMIL NADU,10.7603056,79.8465278
Tamilnadu Circle,Central Region Trichirapalli,Nagapattinam Division,Velippalayam S.O,611001,PO,Non Delivery,NAGAPATTINAM,TAMIL NADU,10.78,79.84
Tamilnadu Circle,Central Region Trichirapalli,Nagapattinam Division,Kachanam S.O,610201,PO,Delivery,THIRUVARUR,TAMIL NADU,10.7663611,79.6371389
Tamilnadu Circle,Central Region Trichirapalli,Nagapattinam Division,Kangalanchery S.O,610101,PO,Delivery,NAGAPATTINAM,TAMIL NADU,10.82,79.64
Tamilnadu Circle,Central Region Trichirapalli,Nagapattinam Division,Manakkal Ayyampet S.O,610104,PO,Delivery,THIRUVARUR,TAMIL NADU,10.82,79.57
Tamilnadu Circle,Central Region Trichirapalli,Nagapattinam Division,Nannilam Cutchery S.O,610105,PO,Non Delivery,THIRUVARUR,TAMIL NADU,10.87,79.62
Tamilnadu Circle,Central Region Trichirapalli,Nagapattinam Division,Tirukuvalai S.O,610204,PO,Delivery,NAGAPATTINAM,TAMIL NADU,10.63,79.72
Tamilnadu Circle,Central Region Trichirapalli,Nagapattinam Division,Tiruvarur North S.O,610001,PO,Non Delivery,THIRUVARUR,TAMIL NADU,10.77,79.63
Tamilnadu Circle,Central Region Trichirapalli,Pattukottai Division,Kuruvikarambai S.O,614802,PO,Delivery,THANJAVUR,TAMIL NADU,10.2794722,79.2445278
Tamilnadu Circle,Central Region Trichirapalli,Pattukottai Division,Peravurni S.O,614804,PO,Delivery,THANJAVUR,TAMIL NADU,10.289727,79.203889
Tamilnadu Circle,Central Region Trichirapalli,Pattukottai Division,Tamarankottai S.O,614613,PO,Delivery,THANJAVUR,TAMIL NADU,10.6643611,79.4549722
Tamilnadu Circle,Central Region Trichirapalli,Pattukottai Division,Vadaseri S.O,614905,PO,Delivery,THANJAVUR,TAMIL NADU,10.53849,79.3689
Tamilnadu Circle,Central Region Trichirapalli,Pattukottai Division,Kunnalur S.O,614703,PO,Delivery,THIRUVARUR,TAMIL NADU,10.4689444,79.6171111
Tamilnadu Circle,Central Region Trichirapalli,Pattukottai Division,Kuruvapulam S.O,614808,PO,Delivery,NAGAPATTINAM,TAMIL NADU,10.421611,79.786583
Tamilnadu Circle,Central Region Trichirapalli,Pudukkottai Division,Keeranur S.O,622502,PO,Delivery,PUDUKKOTTAI,TAMIL NADU,10.57,78.79
Tamilnadu Circle,Central Region Trichirapalli,Pudukkottai Division,Kulathur S.O (Pudukkottai),622504,PO,Delivery,PUDUKKOTTAI,TAMIL NADU,10.55,78.79
Tamilnadu Circle,Central Region Trichirapalli,Pudukkottai Division,Manamelkudi S.O,614620,PO,Delivery,PUDUKKOTTAI,TAMIL NADU,10.03,79.25
Tamilnadu Circle,Central Region Trichirapalli,Pudukkottai Division,Melasivapuri S.O,622403,PO,Delivery,PUDUKKOTTAI,TAMIL NADU,10.267685,78.524778
Tamilnadu Circle,Central Region Trichirapalli,Pudukkottai Division,Pillaithannirpandal S.O,622001,PO,Non Delivery,PUDUKKOTTAI,TAMIL NADU,10.369041,78.814861
Tamilnadu Circle,Central Region Trichirapalli,Pudukkottai Division,Ponnamaravathy S.O,622407,PO,Delivery,PUDUKKOTTAI,TAMIL NADU,10.26,78.56
Tamilnadu Circle,Central Region Trichirapalli,Pudukkottai Division,Pudukkottai Collectorate S.O,622005,PO,Delivery,PUDUKKOTTAI,TAMIL NADU,10.38,78.82
Tamilnadu Circle,Central Region Trichirapalli,Pudukkottai Division,Pudukkottai Ind. Estate S.O,622004,PO,Delivery,PUDUKKOTTAI,TAMIL NADU,10.38,78.84
Tamilnadu Circle,Central Region Trichirapalli,Pudukkottai Division,Tirupperunthurai S.O,614618,PO,Delivery,PUDUKKOTTAI,TAMIL NADU,10.07,79.06
Tamilnadu Circle,Central Region Trichirapalli,Pudukkottai Division,Valayapatti S.O (Pudukkottai),622411,PO,Delivery,PUDUKKOTTAI,TAMIL NADU,10.28,78.53
Tamilnadu Circle,Central Region Trichirapalli,Pudukkottai Division,Yembal S.O,622204,PO,Delivery,PUDUKKOTTAI,TAMIL NADU,10.02,78.96
Tamilnadu Circle,Central Region Trichirapalli,Srirangam Division,Arumbavur S.O,621103,PO,Delivery,PERAMBALUR,TAMIL NADU,11.38,78.73
Tamilnadu Circle,Central Region Trichirapalli,Srirangam Division,Eraiyur S.O (Perambalur),621133,PO,Delivery,PERAMBALUR,TAMIL NADU,11.2366111,78.8618611
Tamilnadu Circle,Central Region Trichirapalli,Srirangam Division,Kurumbalur S.O,621107,PO,Delivery,PERAMBALUR,TAMIL NADU,11.24,78.8
Tamilnadu Circle,Central Region Trichirapalli,Srirangam Division,Madanagopalapuram S.O,621212,PO,Non Delivery,PERAMBALUR,TAMIL NADU,11.24,78.87
Tamilnadu Circle,Central Region Trichirapalli,Srirangam Division,Poolambadi S.O,621110,PO,Delivery,PERAMBALUR,TAMIL NADU,11.41,78.72
Tamilnadu Circle,Central Region Trichirapalli,Srirangam Division,Kaikalathur S.O,621119,PO,Delivery,PERAMBALUR,TAMIL NADU,11.48,78.86
Tamilnadu Circle,Central Region Trichirapalli,Srirangam Division,Gunasilam S.O,621204,PO,Delivery,TIRUCHIRAPPALLI,TAMIL NADU,10.9,78.57
Tamilnadu Circle,Central Region Trichirapalli,Srirangam Division,Irungalur S.O,621105,PO,Delivery,TIRUCHIRAPPALLI,TAMIL NADU,10.94,78.7614167
Tamilnadu Circle,Central Region Trichirapalli,Srirangam Division,Kondayampettai S.O,620005,PO,Non Delivery,TIRUCHIRAPPALLI,TAMIL NADU,10.85,78.71
Tamilnadu Circle,Central Region Trichirapalli,Srirangam Division,Renganagar S.O,620006,PO,Non Delivery,TIRUCHIRAPPALLI,TAMIL NADU,10.856388,78.69
Tamilnadu Circle,Central Region Trichirapalli,Srirangam Division,Srinivasanagar S.O (Tiruchirappalli),620005,PO,Non Delivery,TIRUCHIRAPPALLI,TAMIL NADU,10.85,78.7
Tamilnadu Circle,Central Region Trichirapalli,Thanjavur Division,Alangudi NID S.O,612801,PO,Delivery,THIRUVARUR,TAMIL NADU,10.8290833,79.40825
Tamilnadu Circle,Central Region Trichirapalli,Thanjavur Division,Idangankottai Melaiyur S.O,614013,PO,Delivery,THIRUVARUR,TAMIL NADU,10.6998056,79.3603333
Tamilnadu Circle,Central Region Trichirapalli,Thanjavur Division,Peruvazhandan S.O,614705,PO,Delivery,THIRUVARUR,TAMIL NADU,10.49917,79.595
Tamilnadu Circle,Central Region Trichirapalli,Thanjavur Division,Tirumakottai S.O,614017,PO,Delivery,THIRUVARUR,TAMIL NADU,10.7663611,79.6371389
Tamilnadu Circle,Central Region Trichirapalli,Thanjavur Division,Tirukkarugavur S.O,614302,PO,Delivery,THANJAVUR,TAMIL NADU,10.8698611,79.2752778
Tamilnadu Circle,Central Region Trichirapalli,Thanjavur Division,Valangaman S.O,612804,PO,Delivery,THIRUVARUR,TAMIL NADU,10.8878889,79.3961944
Tamilnadu Circle,Central Region Trichirapalli,Thanjavur Division,Alakkudi S.O,613601,PO,Delivery,THANJAVUR,TAMIL NADU,10.7744722,79.0530833
Tamilnadu Circle,Central Region Trichirapalli,Thanjavur Division,Kalyanapuram S.O,613201,PO,Delivery,THANJAVUR,TAMIL NADU,10.7789167,79.1400556
Tamilnadu Circle,Central Region Trichirapalli,Thanjavur Division,Kandiyur S.O,613202,PO,Delivery,THANJAVUR,TAMIL NADU,10.97278,79.11028
Tamilnadu Circle,Central Region Trichirapalli,Thanjavur Division,Manambuchavadi S.O,613001,PO,Non Delivery,THANJAVUR,TAMIL NADU,10.78,79.15
Tamilnadu Circle,Central Region Trichirapalli,Thanjavur Division,Pundi TJ S.O,613502,PO,Delivery,THANJAVUR,TAMIL NADU,10.7789167,79.1400556
Tamilnadu Circle,Central Region Trichirapalli,Thanjavur Division,Thanjavur City S.O,613001,PO,Non Delivery,THANJAVUR,TAMIL NADU,10.7926944,79.1376667
Tamilnadu Circle,Central Region Trichirapalli,Thanjavur Division,Thanjavur Pandt Colony S.O,613006,PO,Delivery,THANJAVUR,TAMIL NADU,10.7588056,79.1432222
Tamilnadu Circle,Central Region Trichirapalli,Thanjavur Division,Thanjavur West S.O,613009,PO,Delivery,THANJAVUR,TAMIL NADU,10.7911389,79.1344167
Tamilnadu Circle,Central Region Trichirapalli,Thanjavur Division,Thillaisthanam S.O,613203,PO,Delivery,THANJAVUR,TAMIL NADU,10.8783056,79.0898333
Tamilnadu Circle,Central Region Trichirapalli,Thanjavur Division,TJ Co operative Housing Colony S.O,613007,PO,Non Delivery,THANJAVUR,TAMIL NADU,10.7645833,79.1218056
Tamilnadu Circle,Central Region Trichirapalli,Tiruchirapalli Division,Ambapur SO,621701,PO,Delivery,Ariyalur,TAMIL NADU,11.04,79.21
Tamilnadu Circle,Central Region Trichirapalli,Tiruchirapalli Division,Ariyalur Bazaar SO,621704,PO,Non Delivery,Ariyalur,TAMIL NADU,11.141396,79.069905
Tamilnadu Circle,Central Region Trichirapalli,Tiruchirapalli Division,Asaveerankudikadu SO,621719,PO,Delivery,Ariyalur,TAMIL NADU,11.18769,79.258148
Tamilnadu Circle,Central Region Trichirapalli,Tiruchirapalli Division,Gangaikondacholapuram SO,612901,PO,Delivery,Ariyalur,TAMIL NADU,11.2072778,79.4491111
Tamilnadu Circle,Central Region Trichirapalli,Tiruchirapalli Division,Kallagam SO,621653,PO,Delivery,TIRUCHIRAPPALLI,TAMIL NADU,10.8584444,78.6901944
Tamilnadu Circle,Central Region Trichirapalli,Tiruchirapalli Division,Kallakudi North SO,621652,PO,Delivery,TIRUCHIRAPPALLI,TAMIL NADU,10.97258,78.94967
Tamilnadu Circle,Central Region Trichirapalli,Tiruchirapalli Division,Kavarapalayam SO,608901,PO,Delivery,Ariyalur,TAMIL NADU,11.26,77.42
Tamilnadu Circle,Central Region Trichirapalli,Tiruchirapalli Division,Minsuritti SO,612903,PO,Delivery,Ariyalur,TAMIL NADU,11.23425,79.47567
Tamilnadu Circle,Central Region Trichirapalli,Tiruchirapalli Division,Ponparappi SO,621710,PO,Delivery,Ariyalur,TAMIL NADU,11.18769,79.258148
Tamilnadu Circle,Central Region Trichirapalli,Tiruchirapalli Division,Puvalur SO,621712,PO,Delivery,TIRUCHIRAPPALLI,TAMIL NADU,10.898,78.83153
Tamilnadu Circle,Central Region Trichirapalli,Tiruchirapalli Division,Sendurai SO Ariyalur,621714,PO,Delivery,Ariyalur,TAMIL NADU,11.18769,79.258148
Tamilnadu Circle,Central Region Trichirapalli,Tiruchirapalli Division,Valady SO,621218,PO,Delivery,TIRUCHIRAPPALLI,TAMIL NADU,10.87358,78.75908
Tamilnadu Circle,Central Region Trichirapalli,Tiruchirapalli Division,Varadarajampettai SO,621805,PO,Delivery,Ariyalur,TAMIL NADU,11.18769,79.258148
Tamilnadu Circle,Central Region Trichirapalli,Tiruchirapalli Division,Clock Tower SO Tiruchirappalli,620008,PO,Non Delivery,TIRUCHIRAPPALLI,TAMIL NADU,10.8211223,78.6953331
Tamilnadu Circle,Central Region Trichirapalli,Tiruchirapalli Division,Hapf Township SO,620025,PO,Delivery,TIRUCHIRAPPALLI,TAMIL NADU,10.710417,78.796333
Tamilnadu Circle,Central Region Trichirapalli,Tiruchirapalli Division,Jainagar SO Tiruchirappalli,620013,PO,Non Delivery,TIRUCHIRAPPALLI,TAMIL NADU,10.7847132,78.7886731
Tamilnadu Circle,Central Region Trichirapalli,Tiruchirapalli Division,Jamal Mohamed College SO,620020,PO,Delivery,TIRUCHIRAPPALLI,TAMIL NADU,10.7874167,78.6963056
Tamilnadu Circle,Central Region Trichirapalli,Tiruchirapalli Division,Khajamalai Colony SO,620020,PO,Non Delivery,TIRUCHIRAPPALLI,TAMIL NADU,10.7774722,78.6864444
Tamilnadu Circle,Central Region Trichirapalli,Tiruchirapalli Division,Mannarpuram SO,620020,PO,Non Delivery,TIRUCHIRAPPALLI,TAMIL NADU,10.7887222,78.6887222
Tamilnadu Circle,Central Region Trichirapalli,Tiruchirapalli Division,Dheeran Nagar SO,620009,PO,Non Delivery,TIRUCHIRAPPALLI,TAMIL NADU,10.8113333,78.6956667
Tamilnadu Circle,Central Region Trichirapalli,Tiruchirapalli Division,Pettavaithalai SO,639112,PO,Delivery,TIRUCHIRAPPALLI,TAMIL NADU,10.898,78.4609167
Tamilnadu Circle,Central Region Trichirapalli,Tiruchirapalli Division,Somarasampettai SO,620102,PO,Delivery,TIRUCHIRAPPALLI,TAMIL NADU,10.8110278,78.6372778
Tamilnadu Circle,Central Region Trichirapalli,Tiruchirapalli Division,Sundararajanagar SO,620020,PO,Non Delivery,TIRUCHIRAPPALLI,TAMIL NADU,10.7843889,78.7006944
Tamilnadu Circle,Central Region Trichirapalli,Tiruchirapalli Division,Teppakulam SO,620002,PO,Delivery,TIRUCHIRAPPALLI,TAMIL NADU,10.8263333,78.6929444
Tamilnadu Circle,Central Region Trichirapalli,Tiruchirapalli Division,Woriur Bazaar SO,620003,PO,Non Delivery,TIRUCHIRAPPALLI,TAMIL NADU,10.830058,78.67553
Tamilnadu Circle,Central Region Trichirapalli,Vriddhachalam Division,Chinnasalem S.O,606201,PO,Delivery,KALLAKURICHI,TAMIL NADU,11.6357778,78.8788056
Tamilnadu Circle,Central Region Trichirapalli,Vriddhachalam Division,Eraiyur S.O (Villupuram),607201,PO,Delivery,KALLAKURICHI,TAMIL NADU,11.9453889,79.49525
Tamilnadu Circle,Central Region Trichirapalli,Vriddhachalam Division,Kallakurichi South S.O,606213,PO,Delivery,KALLAKURICHI,TAMIL NADU,11.9453889,79.49525
Tamilnadu Circle,Central Region Trichirapalli,Vriddhachalam Division,Moongilthuraipattu S.O,605702,PO,Delivery,KALLAKURICHI,TAMIL NADU,11.9773889,79.2010556
Tamilnadu Circle,Central Region Trichirapalli,Vriddhachalam Division,Nagalur S.O,606203,PO,Delivery,KALLAKURICHI,TAMIL NADU,11.9453889,79.49525
Tamilnadu Circle,Central Region Trichirapalli,Vriddhachalam Division,Pukkiravari S.O,606204,PO,Delivery,KALLAKURICHI,TAMIL NADU,11.6305556,78.9897778
Tamilnadu Circle,Central Region Trichirapalli,Vriddhachalam Division,Rishivandiyam S.O,606205,PO,Delivery,KALLAKURICHI,TAMIL NADU,11.8151389,79.0967222
Tamilnadu Circle,Central Region Trichirapalli,Vriddhachalam Division,Manalurpet S.O,605754,PO,Delivery,KALLAKURICHI,TAMIL NADU,12.0008056,79.0905278
Tamilnadu Circle,Central Region Trichirapalli,Vriddhachalam Division,Manampoondi S.O,605759,PO,Delivery,KALLAKURICHI,TAMIL NADU,11.9773889,79.2054722
Tamilnadu Circle,Central Region Trichirapalli,Vriddhachalam Division,Periyasevalai S.O,607209,PO,Delivery,VILLUPURAM,TAMIL NADU,11.8374444,79.3497222
Tamilnadu Circle,Central Region Trichirapalli,Vriddhachalam Division,Santhapettai S.O,605766,PO,Delivery,KALLAKURICHI,TAMIL NADU,11.9612222,79.1946389
Tamilnadu Circle,Central Region Trichirapalli,Vriddhachalam Division,Kammapuram S.O,606103,PO,Delivery,CUDDALORE,TAMIL NADU,11.4766944,79.4323611
Tamilnadu Circle,Central Region Trichirapalli,Vriddhachalam Division,Karuvepilankurichi S.O,606110,PO,Delivery,CUDDALORE,TAMIL NADU,11.7567778,79.7626111
Tamilnadu Circle,Central Region Trichirapalli,Vriddhachalam Division,Mangalam (SA) S.O,606104,PO,Delivery,CUDDALORE,TAMIL NADU,11.6478889,79.2803611
Tamilnadu Circle,Central Region Trichirapalli,Vriddhachalam Division,Nallur S.O (Cuddalore),606302,PO,Delivery,CUDDALORE,TAMIL NADU,11.7567778,79.7626111
Tamilnadu Circle,Central Region Trichirapalli,Vriddhachalam Division,Pennadam R.S. S.O,606111,PO,Delivery,CUDDALORE,TAMIL NADU,11.3955278,79.21925
Tamilnadu Circle,Central Region Trichirapalli,Vriddhachalam Division,Sirupakkam S.O,606109,PO,Delivery,CUDDALORE,TAMIL NADU,11.55,78.98
Tamilnadu Circle,Chennai City Region,Chengalpattu Division,Chengalpattu HO,603001,HO,Delivery,CHENGALPATTU,TAMIL NADU,13.0084722,80.0041667
Tamilnadu Circle,Chennai City Region,Kanchipuram Division,Tiruvallur H.O,602001,HO,Delivery,THIRUVALLUR,TAMIL NADU,13.131862,79.9095294
Tamilnadu Circle,Western Region Coimbatore,Coimbatore Division,Rathinasabapathy Puram HO,641002,HO,Delivery,COIMBATORE,TAMIL NADU,11.01,76.951
Tamilnadu Circle,Western Region Coimbatore,Erode Division,Bhavani HO,638301,HO,Delivery,ERODE,TAMIL NADU,11.446932,77.679578
Tamilnadu Circle,Western Region Coimbatore,Nilgiris Division,Coonoor H.O,643101,HO,Delivery,THE NILGIRIS,TAMIL NADU,11.34945,76.802858
Tamilnadu Circle,Western Region Coimbatore,Salem East Division,Salem H.O,636001,HO,Delivery,SALEM,TAMIL NADU,11.6542404,78.159627
Tamilnadu Circle,Southern Region Madurai,Dindigul Division,Dindigul HO,624001,HO,Delivery,DINDIGUL,TAMIL NADU,10.363107,77.981923
Tamilnadu Circle,Southern Region Madurai,Kovilpatti Division,Sankarankovil H.O,627756,HO,Delivery,TENKASI,TAMIL NADU,9.1634,77.5064
Tamilnadu Circle,Southern Region Madurai,Kovilpatti Division,Tenkasi H.O,627811,HO,Delivery,TENKASI,TAMIL NADU,8.9425,77.27962
Tamilnadu Circle,Southern Region Madurai,Ramanathapuram Division,Paramakudi HO,623707,HO,Delivery,RAMANATHAPURAM,TAMIL NADU,9.548803,78.588652
Tamilnadu Circle,Southern Region Madurai,Sivaganga Division,Sivaganga HO,630561,HO,Delivery,SIVAGANGA,TAMIL NADU,9.8555539,78.485859
Tamilnadu Circle,Southern Region Madurai,Virudhunagar Division,Sivakasi HO,626123,HO,Delivery,VIRUDHUNAGAR,TAMIL NADU,9.45325,77.7941389
Tamilnadu Circle,Central Region Trichirapalli,Karur Division,Karur H.O,639001,HO,Delivery,KARUR,TAMIL NADU,10.9602222,78.0827222
Tamilnadu Circle,Central Region Trichirapalli,Srirangam Division,Turaiyur H.O,621010,HO,Delivery,TIRUCHIRAPPALLI,TAMIL NADU,11.15,78.6
Tamilnadu Circle,Central Region Trichirapalli,Tiruchirapalli Division,Lalgudi HO,621601,HO,Delivery,TIRUCHIRAPPALLI,TAMIL NADU,10.8753333,78.8152222
Tamilnadu Circle,Central Region Trichirapalli,Tiruchirapalli Division,Tiruchirappalli HO,620001,HO,Delivery,TIRUCHIRAPPALLI,TAMIL NADU,10.8013333,78.6891111
Tamilnadu Circle,Central Region Trichirapalli,Vriddhachalam Division,Vriddhachalam H.O,606001,HO,Delivery,CUDDALORE,TAMIL NADU,11.5251111,79.3225833
Tamilnadu Circle,Chennai City Region,Kanchipuram Division,Papparambakkam B.O,602025,BO,Delivery,THIRUVALLUR,TAMIL NADU,13.142563,79.909039
Tamilnadu Circle,Chennai City Region,Kanchipuram Division,Thozhur B.O,602025,BO,Delivery,THIRUVALLUR,TAMIL NADU,13.1079436,79.9428573
